; ; -22; -21; -20; -19; -18; -17; -16; -15; -14; -13; -12; -11; -10; -9; -8; -7; -6; -5; -4; -3; -2; -1; 0; 1; 2; 3; 4; 5; 6; 7; 8; 9; 10; 11; 12; 13; 14; 15; 16; 17; 18; 19; 20; 21; 22; 23
1984; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0016; 0,0055; 0,014; 0,025; 0,04; 0,27; 0,42; 0,55; 0,72; 0,92; 0,99; 1; 1; 1; 1; 1; 1; 
1984; 8; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00096; 0,0047; 0,013; 0,025; 0,078; 0,34; 0,5; 0,74; 0,92; 0,98; 1; 1; 1; 1; 1; 1; 1; 
1984; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0015; 0,0058; 0,014; 0,033; 0,17; 0,62; 0,84; 0,91; 0,97; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 
1984; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0051; 0,042; 0,18; 0,43; 0,79; 0,89; 0,95; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1984; 11; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0074; 0,11; 0,35; 0,72; 0,88; 0,93; 0,97; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1984; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00027; 0,023; 0,084; 0,18; 0,3; 0,49; 0,64; 0,82; 0,94; 0,98; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1985; 1; 0; 0; 0; 0; 0; 0; 0; 0,022; 0,19; 0,39; 0,5; 0,59; 0,68; 0,76; 0,84; 0,92; 0,96; 0,97; 0,98; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1985; 2; 0; 0; 0; 0,007; 0,042; 0,22; 0,54; 0,77; 0,88; 0,94; 0,98; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1985; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0027; 0,044; 0,21; 0,48; 0,61; 0,72; 0,8; 0,92; 0,98; 0,99; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1985; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0022; 0,0058; 0,014; 0,042; 0,33; 0,76; 0,97; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1985; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0025; 0,0078; 0,02; 0,03; 0,094; 0,4; 0,6; 0,96; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1985; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0022; 0,006; 0,015; 0,026; 0,036; 0,11; 0,38; 0,63; 0,89; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 
1985; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00027; 0,0037; 0,01; 0,022; 0,065; 0,32; 0,56; 0,82; 0,96; 1; 1; 1; 1; 1; 1; 1; 
1985; 8; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0022; 0,0082; 0,02; 0,031; 0,19; 0,41; 0,58; 0,8; 0,92; 0,98; 1; 1; 1; 1; 
1985; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0011; 0,0052; 0,015; 0,026; 0,19; 0,51; 0,88; 0,97; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1985; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00096; 0,0052; 0,015; 0,03; 0,34; 0,88; 0,98; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1985; 11; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0051; 0,068; 0,17; 0,38; 0,68; 0,82; 0,89; 0,94; 0,97; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1985; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0086; 0,057; 0,17; 0,3; 0,45; 0,67; 0,85; 0,96; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1986; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0011; 0,0064; 0,048; 0,15; 0,54; 0,75; 0,85; 0,91; 0,96; 0,98; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1986; 2; 0; 0; 0; 0; 0; 0,0056; 0,021; 0,068; 0,15; 0,29; 0,48; 0,64; 0,77; 0,85; 0,9; 0,93; 0,96; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1986; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00041; 0,064; 0,26; 0,77; 0,92; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1986; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,003; 0,009; 0,022; 0,3; 0,58; 0,89; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1986; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0043; 0,013; 0,032; 0,26; 0,65; 0,93; 0,98; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1986; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00014; 0,0034; 0,0088; 0,019; 0,029; 0,063; 0,28; 0,41; 0,66; 0,93; 0,99; 1; 1; 1; 1; 1; 1; 
1986; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00041; 0,004; 0,012; 0,023; 0,054; 0,26; 0,46; 0,68; 0,86; 0,97; 1; 1; 1; 1; 1; 1; 
1986; 8; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0037; 0,0095; 0,019; 0,032; 0,18; 0,55; 0,76; 0,88; 0,97; 1; 1; 1; 1; 1; 
1986; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0012; 0,0063; 0,039; 0,27; 0,54; 0,72; 0,84; 0,93; 0,98; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1986; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0011; 0,0063; 0,016; 0,054; 0,43; 0,72; 0,87; 0,94; 0,98; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1986; 11; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0058; 0,049; 0,12; 0,27; 0,47; 0,64; 0,92; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1986; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0032; 0,052; 0,23; 0,69; 0,88; 0,95; 0,97; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1987; 1; 0,0056; 0,027; 0,084; 0,23; 0,39; 0,52; 0,61; 0,69; 0,76; 0,83; 0,88; 0,91; 0,94; 0,96; 0,97; 0,98; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1987; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0081; 0,092; 0,27; 0,56; 0,82; 0,94; 0,98; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1987; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,014; 0,13; 0,4; 0,64; 0,8; 0,92; 0,97; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1987; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00014; 0,03; 0,16; 0,41; 0,73; 0,93; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1987; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00027; 0,004; 0,011; 0,022; 0,038; 0,12; 0,38; 0,79; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1987; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00041; 0,0041; 0,01; 0,021; 0,036; 0,13; 0,33; 0,57; 0,89; 0,98; 1; 1; 1; 1; 1; 1; 1; 
1987; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0014; 0,0063; 0,014; 0,057; 0,3; 0,52; 0,72; 0,84; 0,93; 0,99; 1; 1; 1; 1; 
1987; 8; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0033; 0,009; 0,02; 0,032; 0,28; 0,52; 0,77; 0,88; 0,97; 1; 1; 1; 1; 1; 1; 1; 1; 
1987; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0056; 0,14; 0,62; 0,85; 0,93; 0,96; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1987; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0012; 0,039; 0,16; 0,43; 0,74; 0,89; 0,95; 0,98; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1987; 11; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0011; 0,028; 0,13; 0,25; 0,38; 0,64; 0,84; 0,9; 0,95; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1987; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0022; 0,031; 0,11; 0,22; 0,39; 0,66; 0,87; 0,95; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1988; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,018; 0,093; 0,2; 0,33; 0,46; 0,57; 0,68; 0,82; 0,92; 0,98; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1988; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00041; 0,021; 0,057; 0,13; 0,25; 0,39; 0,7; 0,83; 0,94; 0,99; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1988; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0019; 0,0052; 0,013; 0,031; 0,25; 0,49; 0,79; 0,93; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1988; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00041; 0,0037; 0,0097; 0,021; 0,042; 0,33; 0,54; 0,89; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1988; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0016; 0,0062; 0,015; 0,028; 0,074; 0,69; 0,95; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1988; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0015; 0,0048; 0,013; 0,023; 0,031; 0,053; 0,12; 0,35; 0,66; 0,96; 1; 1; 1; 1; 1; 1; 1; 
1988; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0023; 0,0081; 0,021; 0,035; 0,11; 0,3; 0,5; 0,78; 0,95; 0,99; 1; 1; 1; 
1988; 8; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0018; 0,0071; 0,02; 0,049; 0,31; 0,55; 0,76; 0,88; 0,97; 0,99; 1; 1; 1; 1; 1; 
1988; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0012; 0,0045; 0,014; 0,039; 0,36; 0,78; 0,92; 0,98; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1988; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0043; 0,033; 0,33; 0,67; 0,82; 0,9; 0,95; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1988; 11; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0026; 0,01; 0,049; 0,16; 0,59; 0,85; 0,93; 0,97; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1988; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,029; 0,13; 0,27; 0,42; 0,63; 0,78; 0,92; 0,98; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1989; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0044; 0,013; 0,04; 0,13; 0,32; 0,6; 0,95; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1989; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00041; 0,0027; 0,0095; 0,02; 0,11; 0,3; 0,87; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1989; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00041; 0,0043; 0,012; 0,028; 0,31; 0,76; 0,96; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1989; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0036; 0,0099; 0,13; 0,68; 0,88; 0,97; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1989; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0022; 0,0064; 0,014; 0,024; 0,055; 0,4; 0,86; 0,96; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1989; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0015; 0,0044; 0,013; 0,024; 0,036; 0,1; 0,25; 0,36; 0,74; 0,99; 1; 1; 1; 1; 1; 1; 1; 
1989; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00069; 0,0038; 0,011; 0,023; 0,059; 0,28; 0,43; 0,75; 0,91; 0,97; 1; 1; 1; 1; 1; 1; 
1989; 8; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00041; 0,0043; 0,013; 0,027; 0,12; 0,35; 0,58; 0,74; 0,88; 0,96; 0,99; 1; 1; 1; 1; 
1989; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00041; 0,0045; 0,013; 0,025; 0,063; 0,33; 0,58; 0,86; 0,97; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1989; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0011; 0,0051; 0,024; 0,16; 0,72; 0,93; 0,98; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1989; 11; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00096; 0,0056; 0,036; 0,15; 0,52; 0,81; 0,9; 0,96; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1989; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0011; 0,0049; 0,052; 0,22; 0,63; 0,9; 0,97; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1990; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0016; 0,015; 0,08; 0,2; 0,42; 0,8; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1990; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0027; 0,014; 0,078; 0,21; 0,68; 0,97; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1990; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0015; 0,0071; 0,024; 0,22; 0,79; 0,95; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1990; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0018; 0,0056; 0,014; 0,024; 0,1; 0,47; 0,86; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1990; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0015; 0,0062; 0,02; 0,081; 0,32; 0,8; 0,95; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1990; 6; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0018; 0,0053; 0,015; 0,025; 0,045; 0,16; 0,41; 0,73; 0,9; 0,98; 1; 1; 1; 1; 1; 1; 1; 1; 
1990; 7; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00096; 0,0043; 0,013; 0,024; 0,048; 0,3; 0,49; 0,7; 0,87; 0,96; 0,99; 1; 1; 1; 1; 1; 
1990; 8; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0025; 0,011; 0,028; 0,18; 0,49; 0,78; 0,9; 0,96; 0,99; 1; 1; 1; 1; 1; 1; 
1990; 9; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0011; 0,0041; 0,011; 0,02; 0,056; 0,36; 0,62; 0,81; 0,91; 0,97; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1990; 10; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00041; 0,0064; 0,028; 0,44; 0,85; 0,93; 0,97; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1990; 11; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0022; 0,0078; 0,019; 0,1; 0,52; 0,8; 0,91; 0,97; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1990; 12; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0023; 0,0085; 0,053; 0,38; 0,76; 0,88; 0,93; 0,96; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1991; 1; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00014; 0,0026; 0,068; 0,21; 0,63; 0,89; 0,96; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1991; 2; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00027; 0,023; 0,13; 0,42; 0,76; 0,89; 0,95; 0,98; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1991; 3; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00014; 0,015; 0,093; 0,28; 0,56; 0,73; 0,9; 0,99; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1991; 4; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,0023; 0,0073; 0,018; 0,028; 0,084; 0,27; 0,55; 0,93; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
1991; 5; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0,00041; 0,0041; 0,009; 0,019; 0,028; 0,074; 0,25; 0,6; 0,91; 0,99; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 1; 
