35.105369	46.30199
35.080884	46.280852
35.080881	46.280851
35.046208	46.264384
35.046208	46.264383
35.046206	46.264383
35.023289	46.258493
35.023287	46.258492
35.000149	46.255301
34.898169	46.240848
34.834751	46.205225
34.826543	46.192091
34.821842	46.167426
34.821842	46.167425
34.821841	46.167424
34.821841	46.167423
34.82184	46.167422
34.813136	46.158568
34.827109	46.140807
34.82711	46.140805
34.833126	46.117318
34.833126	46.117317
34.848013	46.020813
34.85379	46.000478
34.85379	46.000477
34.85379	46.000476
34.85379	46.000475
34.85379	46.000474
34.853789	46.000473
34.853789	46.000472
34.853788	46.000471
34.853787	46.00047
34.853786	46.00047
34.853786	46.000469
34.853785	46.000469
34.853784	46.000468
34.853783	46.000468
34.853782	46.000468
34.853781	46.000467
34.85378	46.000467
34.853779	46.000467
34.853778	46.000467
34.853777	46.000467
34.823426	46.000056
34.823425	46.000056
34.823424	46.000056
34.823423	46.000056
34.823422	46.000056
34.823421	46.000057
34.82342	46.000057
34.823419	46.000057
34.823418	46.000058
34.823417	46.000058
34.823417	46.000059
34.823416	46.000059
34.823415	46.00006
34.823414	46.000061
34.823414	46.000062
34.823413	46.000063
34.81242	46.038921
34.793495	46.05271
34.77801	46.052952
34.768659	46.043207
34.764945	46.00773
34.764945	46.007729
34.764944	46.007728
34.764944	46.007727
34.764943	46.007726
34.764942	46.007725
34.764941	46.007725
34.764941	46.007724
34.76494	46.007724
34.764939	46.007723
34.764938	46.007723
34.764937	46.007723
34.764936	46.007723
34.764936	46.007722
34.764935	46.007722
34.764934	46.007722
34.764933	46.007722
34.764932	46.007722
34.764931	46.007722
34.76493	46.007722
34.764929	46.007722
34.764928	46.007722
34.764927	46.007723
34.764926	46.007723
34.764925	46.007723
34.764925	46.007724
34.764924	46.007724
34.764923	46.007724
34.764923	46.007725
34.764922	46.007725
34.764922	46.007726
34.764921	46.007726
34.764921	46.007727
34.76492	46.007727
34.746371	46.03365
34.724833	46.047021
34.709395	46.049051
34.709392	46.049052
34.709391	46.049052
34.70939	46.049052
34.70939	46.049053
34.709389	46.049053
34.709388	46.049054
34.709387	46.049054
34.709386	46.049055
34.709385	46.049056
34.709385	46.049057
34.709384	46.049057
34.709384	46.049058
34.709384	46.049059
34.708273	46.054924
34.708273	46.054925
34.708273	46.054926
34.708273	46.054927
34.708274	46.054928
34.708274	46.054929
34.708275	46.05493
34.718967	46.066461
34.710428	46.082776
34.696439	46.090179
34.673826	46.090512
34.673825	46.090512
34.673824	46.090512
34.673823	46.090512
34.673822	46.090513
34.673821	46.090513
34.67382	46.090513
34.673819	46.090513
34.673818	46.090514
34.673817	46.090514
34.673816	46.090515
34.673815	46.090516
34.673815	46.090517
34.673814	46.090517
34.673814	46.090518
34.673813	46.090518
34.673813	46.090519
34.673813	46.09052
34.673813	46.090521
34.673813	46.090522
34.6748	46.101754
34.6748	46.101755
34.674801	46.101756
34.674801	46.101757
34.674802	46.101758
34.674803	46.101759
34.674804	46.101759
34.674805	46.10176
34.674806	46.101761
34.674807	46.101761
34.674808	46.101761
34.674809	46.101762
34.67481	46.101762
34.674811	46.101762
34.674812	46.101762
34.674813	46.101762
34.674814	46.101762
34.674815	46.101762
34.725045	46.095167
34.762897	46.106283
34.762898	46.106284
34.762899	46.106284
34.7629	46.106284
34.762901	46.106284
34.762902	46.106284
34.762903	46.106284
34.762904	46.106284
34.762905	46.106284
34.762906	46.106284
34.762907	46.106283
34.762908	46.106283
34.762909	46.106283
34.76291	46.106282
34.762911	46.106282
34.762912	46.106281
34.762913	46.10628
34.762914	46.106279
34.762914	46.106278
34.762915	46.106278
34.762915	46.106277
34.768788	46.087745
34.782844	46.072688
34.795434	46.072715
34.806116	46.083337
34.808693	46.102859
34.77673	46.134394
34.73318	46.169249
34.708335	46.182216
34.681209	46.184418
34.626797	46.172612
34.625071	46.147005
34.638776	46.107226
34.646184	46.095425
34.646185	46.095423
34.646185	46.095422
34.646185	46.095421
34.646185	46.09542
34.646185	46.095419
34.646184	46.095418
34.635285	46.076682
34.635285	46.076681
34.635283	46.076679
34.623358	46.06673
34.614801	46.039188
34.614801	46.039187
34.614799	46.039186
34.59002	46.008495
34.59002	46.008494
34.590019	46.008493
34.590018	46.008493
34.590016	46.008491
34.56977	46.000225
34.569769	46.000225
34.569768	46.000225
34.569767	46.000224
34.569766	46.000224
34.569765	46.000224
34.569764	46.000224
34.569763	46.000224
34.412284	46.000254
34.413395	45.99328
34.430924	45.972373
34.465155	45.949449
34.488809	45.941947
34.499783	45.942703
34.510287	45.949759
34.556621	45.99232
34.556621	45.992321
34.556622	45.992321
34.556622	45.992322
34.556623	45.992322
34.556624	45.992323
34.556625	45.992323
34.556626	45.992323
34.556627	45.992323
34.556628	45.992324
34.556629	45.992324
34.570228	45.993937
34.570229	45.993937
34.57023	45.993937
34.570231	45.993937
34.570232	45.993937
34.570233	45.993937
34.570234	45.993936
34.570235	45.993936
34.570236	45.993936
34.570237	45.993936
34.740225	45.919499
34.740227	45.919498
34.756647	45.908902
34.804073	45.900966
34.804075	45.900965
34.804076	45.900965
34.804077	45.900965
34.804078	45.900964
34.804079	45.900964
34.804079	45.900963
34.80408	45.900963
34.804081	45.900962
34.804081	45.900961
34.804082	45.900961
34.804082	45.90096
34.804082	45.900959
34.804083	45.900959
34.804083	45.900958
34.804083	45.900957
34.799876	45.81061
34.875114	45.790958
34.875116	45.790958
34.961383	45.757119
34.961386	45.757118
34.961386	45.757117
34.961387	45.757117
34.961387	45.757116
34.961388	45.757116
34.961388	45.757115
34.961389	45.757115
34.961389	45.757114
34.961389	45.757113
34.96139	45.757113
34.96139	45.757112
34.96139	45.757111
34.96139	45.75711
34.96139	45.757109
34.961389	45.757109
34.961389	45.757108
34.961388	45.757107
34.961388	45.757106
34.961387	45.757105
34.961386	45.757105
34.961386	45.757104
34.961384	45.757103
34.919631	45.738919
34.865235	45.71554
34.876389	45.714013
34.876391	45.714012
34.876392	45.714012
34.876393	45.714012
34.876394	45.714011
34.876395	45.714011
34.876396	45.71401
34.876397	45.71401
34.876397	45.714009
34.906255	45.685625
34.91891	45.680466
34.935534	45.678836
34.964066	45.687345
34.964067	45.687346
34.964068	45.687346
34.964069	45.687346
34.96407	45.687346
34.964071	45.687346
34.964072	45.687346
34.973679	45.686731
34.973681	45.686731
34.973682	45.686731
34.973683	45.68673
34.973684	45.68673
34.984445	45.682494
34.984448	45.682493
34.984449	45.682492
34.984449	45.682491
34.98445	45.682491
34.98445	45.68249
34.984451	45.68249
34.984451	45.682489
34.984451	45.682488
34.984452	45.682487
34.987743	45.666686
34.993083	45.654449
34.999843	45.646236
35.028455	45.639435
35.028457	45.639434
35.028458	45.639433
35.028459	45.639433
35.02846	45.639432
35.028461	45.639432
35.028461	45.639431
35.028462	45.639431
35.028462	45.63943
35.028463	45.63943
35.043601	45.614869
35.056213	45.609247
35.056215	45.609245
35.056216	45.609245
35.056217	45.609244
35.056217	45.609243
35.056218	45.609243
35.056218	45.609242
35.076432	45.575136
35.083677	45.562857
35.102399	45.524275
35.1024	45.524274
35.11159	45.487665
35.11159	45.487663
35.11159	45.487662
35.11159	45.487661
